([['t',299,175, 0]],)
([['t',300,173, 2.285191535949707]],)
([['t',294,173, 2.3142282962799072]],)
([['t',300,170, 2.3467721939086914]],)
([['t',304,170, 2.3781723976135254]],)
([['t',306,169, 2.408425807952881]],)
([['t',309,165, 2.4400289058685303]],)
([['t',311,164, 2.4785656929016113]],)
([['t',310,165, 2.52246356010437]],)
([['t',311,163, 2.552185535430908]],)
([['t',313,161, 2.5920979976654053]],)
([['t',313,160, 2.6288559436798096]],)
([['t',311,161, 2.6665642261505127]],)
([['t',314,161, 2.707679033279419]],)
([['t',314,160, 2.730614185333252]],)
([['t',314,160, 2.7806596755981445]],)
([['t',317,160, 2.831010103225708]],)
([['t',316,161, 2.8803632259368896]],)
([['t',315,160, 2.9245002269744873]],)
([['t',314,160, 2.951430320739746]],)
([['t',311,164, 2.98559308052063]],)
([['t',311,168, 3.023601531982422]],)
([['t',317,166, 3.0690224170684814]],)
([['t',322,156, 3.131742000579834]],)
([['t',336,147, 3.19927716255188]],)
([['t',333,146, 3.2373435497283936]],)
([['t',334,151, 3.2875242233276367]],)
([['t',333,150, 3.324510335922241]],)
([['t',330,150, 3.362372636795044]],)
([['t',329,153, 3.3912947177886963]],)
([['t',330,153, 3.4202165603637695]],)
([['t',331,153, 3.4812793731689453]],)
([['t',331,156, 3.519761323928833]],)
([['t',324,159, 3.5594751834869385]],)
([['t',317,161, 3.5921428203582764]],)
([['t',313,164, 3.6267874240875244]],)
([['t',312,170, 3.678131580352783]],)
([['t',310,177, 3.722261667251587]],)
([['t',303,184, 3.774245262145996]],)
([['t',304,188, 3.82254958152771]],)
([['t',302,187, 3.8881561756134033]],)
([['t',303,188, 3.93133282661438]],)
([['t',303,186, 3.981318473815918]],)
([['t',304,187, 4.030253887176514]],)
([['t',307,185, 4.074290990829468]],)
([['t',307,184, 4.121816158294678]],)
([['t',310,183, 4.1572792530059814]],)
([['t',311,176, 4.189773797988892]],)
([['t',317,170, 4.240694999694824]],)
([['t',323,161, 4.286261320114136]],)
([['t',345,161, 4.331096649169922]],)
([['t',348,151, 4.38030743598938]],)
([['t',348,146, 4.429760932922363]],)
([['t',348,142, 4.478359937667847]],)
([['t',351,141, 4.52163028717041]],)
([['t',350,141, 4.571674823760986]],)
([['t',351,142, 4.63425087928772]],)
([['t',350,140, 4.686806917190552]],)
([['t',347,144, 4.734587907791138]],)
([['t',342,152, 4.781325340270996]],)
([['t',328,160, 4.832128524780273]],)
([['t',325,164, 4.877881288528442]],)
([['t',320,169, 4.923902273178101]],)
([['t',306,177, 4.991385459899902]],)
([['t',308,182, 5.0383453369140625]],)
([['t',306,183, 5.085523843765259]],)
([['t',304,184, 5.129484415054321]],)
([['t',303,184, 5.179886817932129]],)
([['t',300,190, 5.229964017868042]],)
([['t',292,189, 5.278184652328491]],)
([['t',292,191, 5.3217549324035645]],)
([['t',288,195, 5.386375427246094]],)
([['t',294,189, 5.438182353973389]],)
([['t',295,185, 5.48508358001709]],)
([['t',296,181, 5.537427186965942]],)
([['t',300,175, 5.582346200942993]],)
([['t',301,171, 5.625276327133179]],)
([['t',303,170, 5.676566123962402]],)
([['t',305,168, 5.740572929382324]],)
([['t',303,172, 5.79107666015625]],)
([['t',295,178, 5.837669610977173]],)
([['t',285,182, 5.886352777481079]],)
([['t',282,185, 5.934795618057251]],)
([['t',280,189, 5.981510400772095]],)
([['t',277,194, 6.03093409538269]],)
([['t',271,199, 6.078823804855347]],)
([['t',271,206, 6.1427001953125]],)
([['t',268,211, 6.189741849899292]],)
([['t',266,215, 6.238836050033569]],)
([['t',266,215, 6.286003112792969]],)
([['t',266,216, 6.329576730728149]],)
([['t',267,216, 6.38165020942688]],)
([['t',270,215, 6.426114320755005]],)
([['t',268,213, 6.491166114807129]],)
([['t',272,212, 6.520090341567993]],)
([['t',275,202, 6.552003622055054]],)
([['t',281,195, 6.586373805999756]],)
([['t',285,185, 6.637829065322876]],)
([['t',296,175, 6.686533212661743]],)
([['t',307,164, 6.735697507858276]],)
([['t',309,154, 6.781351327896118]],)
([['t',310,155, 6.826343536376953]],)
([['t',312,153, 6.862883567810059]],)
([['t',311,153, 6.896286725997925]],)
([['t',317,154, 6.9421656131744385]],)
([['t',319,156, 6.990209341049194]],)
([['t',318,159, 7.035297155380249]],)
([['t',316,163, 7.086339712142944]],)
([['t',301,168, 7.12951397895813]],)
([['t',304,176, 7.181749105453491]],)
([['t',288,206, 7.242894649505615]],)
([['t',276,218, 7.2894463539123535]],)
([['t',276,219, 7.340773344039917]],)
([['t',275,221, 7.385566234588623]],)
([['t',278,222, 7.438350677490234]],)
([['t',275,224, 7.48613715171814]],)
([['t',278,221, 7.530449390411377]],)
([['t',287,213, 7.58182692527771]],)
([['t',302,190, 7.655882835388184]],)
([['t',309,189, 7.689807891845703]],)
([['t',317,166, 7.722231864929199]],)
([['t',340,136, 7.7545998096466064]],)
([['t',344,126, 7.790001392364502]],)
([['t',345,121, 7.843797206878662]],)
([['t',345,132, 7.89394736289978]],)
([['t',319,179, 7.934708833694458]],)
([['t',318,179, 7.994469881057739]],)
([['t',298,213, 8.037806987762451]],)
([['t',276,250, 8.075173139572144]],)
([['t',262,270, 8.115547180175781]],)
([['t',252,286, 8.147447347640991]],)
([['t',242,307, 8.187603950500488]],)
([['t',235,312, 8.238054275512695]],)
([['t',226,315, 8.295031309127808]],)
([['t',217,317, 8.329235553741455]],)
([['t',217,319, 8.397933006286621]],)
([['t',216,326, 8.42532467842102]],)
([['t',212,337, 8.457448959350586]],)
([['t',213,338, 8.490580558776855]],)
([['t',215,335, 8.542995929718018]],)
([['t',216,334, 8.588303804397583]],)
